,Depression
50077,0
138040,0
675,0
77248,0
105502,0
35399,0
78612,1
59823,0
99263,0
44018,0
85357,0
138780,0
98652,0
18359,0
140293,0
120222,0
92375,1
104345,0
114004,0
54681,0
110678,0
45456,0
100679,0
86350,0
106844,0
93052,0
34749,0
64156,0
125602,0
30717,0
43061,0
4340,0
136248,0
38770,0
78148,0
32950,0
137431,1
128572,0
22113,1
68768,0
64367,0
36163,0
73327,0
858,0
121664,1
69739,0
27473,0
110002,0
85194,1
38534,0
103403,0
113734,0
86008,0
18408,0
123138,0
138683,0
98732,1
14335,0
20184,0
123512,0
36164,0
114781,0
123704,0
106870,0
115720,1
39497,1
133186,1
94853,0
130651,0
87591,0
133580,1
11759,0
87246,1
86707,0
63679,0
13629,1
54956,0
56365,0
7132,0
70085,0
43422,0
40708,0
47928,0
122503,0
81340,0
113220,0
12562,0
57357,0
79592,0
113698,0
115513,0
9042,0
53029,0
80743,0
32901,1
2070,0
116630,0
80484,0
108500,0
69826,0
62319,0
13822,0
65187,0
45161,1
133767,1
85098,1
66662,0
22922,0
34079,0
48891,0
42738,0
41738,0
20981,0
99613,0
105365,0
23805,0
68374,0
51944,0
66600,0
112237,0
107852,0
111862,0
75962,0
108813,0
125099,0
84289,0
59399,1
111358,1
100306,0
134021,0
138974,1
10551,0
42214,0
72064,0
96930,1
11898,0
92484,1
66666,1
24313,0
134724,0
35893,0
32663,0
59834,0
4246,1
134790,0
72722,0
99684,1
21459,0
93881,0
53978,0
35569,0
7604,0
9881,0
22329,1
130311,0
61382,0
64650,0
15118,0
127995,1
11173,0
27696,0
117451,0
46763,0
126667,0
68858,0
104676,0
17867,0
6598,0
78009,0
19772,0
21009,1
65062,0
24369,0
11163,0
131619,1
50711,0
64547,0
18332,0
49612,0
84675,1
54110,0
119752,0
66083,1
94618,0
66196,0
16740,0
87221,0
63346,0
75050,1
120572,0
121370,0
8442,0
36709,0
33762,0
44498,0
33642,0
93679,0
75575,0
52297,0
54725,1
46057,0
70344,1
118984,0
115795,0
115713,1
96800,0
130111,1
133591,0
63865,0
58262,1
91859,1
130620,0
70262,0
6979,0
51052,0
119767,0
132346,0
73361,1
18927,1
97726,0
42576,0
4522,0
26659,0
40913,0
34665,0
5397,0
136422,0
136320,0
28345,0
41568,0
104525,0
136897,0
94446,0
43702,0
95335,0
61660,0
140018,0
132469,0
101384,0
454,1
31038,1
72083,1
90505,0
59767,0
116260,0
1815,0
65345,0
10779,0
115042,0
43983,0
53747,0
31886,0
116381,0
87018,0
47352,0
102918,0
16099,1
61561,0
21633,0
47853,0
93082,0
81187,0
136040,0
11727,1
117119,0
107347,1
109697,0
114996,0
57277,0
99159,0
6657,0
77200,1
123108,0
139740,0
19637,0
133068,0
104835,0
37226,0
82170,1
42813,1
36781,0
83001,0
33540,0
67694,0
108258,1
77472,0
83363,0
28127,1
128111,0
58926,1
79147,0
80267,0
7587,1
80828,0
14124,0
115972,0
26563,0
25014,0
2258,0
29914,1
14460,0
114915,1
5388,0
115156,1
108280,0
39671,0
89385,0
53306,0
126408,1
31643,0
64763,0
98641,0
48795,1
4271,1
47150,0
28282,0
14034,1
95273,0
72833,0
92438,0
6857,0
31168,0
33094,1
105163,0
120127,0
72429,0
116331,1
78114,0
122196,0
135471,0
113853,0
112156,0
62646,0
92381,1
93499,0
56317,0
37961,0
21912,0
53990,0
9000,0
117956,0
88833,0
50361,0
39941,0
29593,1
66921,1
44973,0
126102,1
13863,0
36875,0
132083,0
72729,0
21293,0
15425,0
80345,0
42637,0
7053,1
110662,0
72764,0
91618,0
66325,1
56851,1
110004,0
88345,0
23341,0
13724,0
87736,0
67477,0
13203,0
126577,0
25831,0
106792,0
90308,0
38021,0
29127,0
71001,0
73826,0
33759,1
103486,0
100608,0
73320,0
70339,0
46527,0
24427,0
18292,0
862,1
51835,1
129892,0
49937,0
3603,0
48333,0
82831,0
107221,0
109407,0
119948,0
8940,1
35605,0
119764,0
103571,0
55685,0
15368,0
46565,0
66008,1
127449,0
109230,1
60580,0
135655,0
20840,0
8701,0
68162,0
69952,0
25186,0
30399,0
18484,0
90684,0
4392,0
97566,0
37313,1
57626,1
86583,0
100353,0
28789,0
46027,1
87310,0
126236,0
94983,0
32158,1
79582,1
40273,0
102699,0
48476,0
9376,0
40095,0
81523,0
120512,0
57571,0
7030,1
55297,0
66965,0
34801,0
12231,0
77825,0
70021,0
110117,0
116615,0
24842,0
53580,0
116402,0
110953,0
107953,1
27283,0
114119,0
123345,1
60429,0
28356,0
102184,0
134583,0
33806,0
135250,0
48761,0
34332,0
124752,1
16363,1
73168,0
133005,0
77009,0
18680,0
4261,1
101590,0
107760,0
107867,0
64184,0
58664,0
44332,0
38667,1
18127,0
36687,0
3222,1
69761,0
9531,1
138932,0
71692,1
43489,0
82380,0
40746,0
134348,0
77188,0
137645,0
104202,1
100741,0
119786,0
110855,0
125350,0
30450,0
7857,0
75322,1
86964,0
139686,0
49175,0
118478,0
46615,0
125291,1
32010,0
48056,0
10996,0
92511,0
42532,0
59371,0
67614,0
51029,1
12030,0
109143,0
106498,0
33434,0
107146,0
49348,0
127458,0
97402,0
87485,0
74641,0
91072,0
11242,0
115413,0
86139,0
77869,0
32235,0
130017,0
20442,0
44975,0
17107,0
137182,1
50331,0
19677,1
23828,0
41610,1
98976,1
103447,0
25594,0
51172,0
128901,0
95522,0
102653,0
60071,0
127480,0
79835,0
17333,0
138256,1
53890,0
28624,0
48136,0
107331,1
42358,0
9470,0
62375,0
91068,0
79761,0
6818,0
126788,1
99461,1
70516,0
34856,0
39071,1
101328,0
11216,0
72906,0
19037,0
116348,0
5002,0
95130,0
21323,1
15356,0
13902,0
14675,0
103192,0
76131,0
128041,0
90973,1
7043,1
43687,1
36274,0
10425,1
36485,0
114794,0
23012,0
77622,0
43315,0
28291,0
40237,1
101616,0
45064,0
138955,0
136449,0
112508,0
134259,1
33893,0
80244,0
68038,0
95077,0
9444,0
8585,0
54206,0
133444,0
96235,0
133387,1
77310,1
16657,1
104035,0
4687,0
22006,0
134672,0
38000,0
72599,0
77121,0
119990,0
123840,0
135996,0
65658,1
50264,0
123023,0
105121,0
48039,0
98092,0
30391,0
3122,0
126737,1
51675,0
35260,0
4361,0
30759,1
90001,0
79313,0
7142,0
11133,0
25245,0
88047,0
132040,0
33755,0
50054,0
106179,0
89972,0
138182,0
1613,0
121245,1
103943,0
57130,0
30057,0
44805,0
120234,0
57620,1
36711,0
109162,0
107598,0
67595,0
70572,0
44046,0
94260,0
10407,0
66949,0
97583,1
63502,0
125604,0
74408,1
9666,0
131066,0
72971,0
80084,0
64630,0
105910,1
90967,0
6765,0
53866,1
103770,0
55739,0
139283,0
129820,0
44411,0
63484,0
29231,1
45705,1
106255,1
79916,0
137622,1
23211,0
40987,0
102804,0
98991,0
113094,0
121698,0
118451,0
119647,0
126502,0
57479,0
13865,0
62004,1
23207,0
62995,0
26891,0
113340,0
18601,0
32119,0
20674,0
27728,0
63995,1
12920,0
83481,0
127246,0
109901,1
138515,0
40143,0
50107,0
48163,0
60343,0
10568,0
62971,0
61888,0
51227,0
103309,0
119905,0
76584,1
72671,0
3611,1
46524,0
57598,1
87649,0
48405,0
123908,0
139102,1
112428,0
64708,1
38234,0
90335,0
59199,0
132843,0
135031,0
1882,0
135817,0
60253,0
59821,0
96898,0
7101,0
121826,1
47372,0
137618,0
108946,0
83495,0
103948,0
42674,0
5667,0
49797,0
102531,0
39505,0
90265,1
93433,0
99860,0
87058,0
101113,0
33524,0
36502,0
75715,0
117440,0
47814,1
110288,0
58072,1
68897,0
134756,0
88942,0
33587,0
30981,0
108495,0
69812,1
78354,1
129396,0
82180,0
6292,0
124916,0
124346,1
130223,0
55625,0
76226,0
38065,0
79598,0
9203,0
114535,0
118342,1
55120,1
28755,0
83368,0
92836,0
103763,1
58593,1
41585,1
1062,0
44772,1
43792,0
81478,0
89692,0
135665,0
88081,0
10466,0
136587,0
58210,1
40834,1
29689,0
49082,0
3574,0
94690,0
76804,1
23816,0
89693,0
98582,1
34428,0
16859,0
123731,0
56574,0
84869,0
96493,0
53704,0
20251,0
8472,0
126753,0
16058,0
43822,0
30455,0
122112,0
79009,0
125273,1
85338,0
17817,0
28218,0
37999,0
133820,0
92644,1
46464,0
117911,0
116325,0
114092,0
26487,1
102957,1
95621,0
61505,1
112478,0
97248,0
90352,1
109590,0
50840,0
21977,1
96575,0
35183,0
138576,1
113006,0
88549,0
30713,0
12553,0
106989,0
98052,0
37547,0
15965,1
33592,0
88302,0
112571,0
115689,0
79691,1
30136,0
28996,1
32525,0
121976,0
4827,1
100230,0
903,0
471,0
50427,0
106828,0
91103,0
98113,1
45222,1
69301,0
93236,0
92480,1
29273,0
62495,1
96760,0
122107,0
103924,0
115308,0
136257,1
73445,0
54115,0
91168,0
123688,0
2253,0
30110,0
106308,1
68229,1
67445,0
89713,0
12672,0
58395,1
119295,0
108602,0
45586,0
102681,0
40829,0
134145,0
83520,0
77636,0
65769,1
136273,0
49483,0
113841,0
87354,0
35023,1
79257,1
99020,0
137092,1
96,0
74949,1
100369,0
140564,1
48189,0
76861,1
48368,0
9496,1
43607,0
136581,1
123873,0
88505,0
63441,0
83088,1
23451,0
34407,1
10936,0
33359,0
127317,0
99220,0
59799,1
98507,0
116764,0
19190,0
108899,0
43946,0
114654,0
6946,0
135520,0
133617,0
36121,0
106622,0
45423,0
52233,0
139712,0
113435,0
137363,0
94159,0
98881,0
20244,0
26505,0
135678,0
127159,0
74507,0
128979,0
53915,0
140574,0
95750,0
3356,0
2731,1
66873,0
39799,0
52624,0
41199,0
100889,1
70338,0
91388,0
44165,0
34357,0
131710,0
22052,0
82154,0
76703,1
59126,0
73302,0
52991,0
17745,0
134545,0
50294,0
93402,0
115549,0
30280,0
65180,0
73170,0
134114,0
24262,0
10490,0
119725,0
44407,1
40808,0
59067,0
66507,0
47086,0
22367,0
83453,0
121209,0
11847,0
81585,0
2777,1
11866,0
97848,0
66014,0
67017,0
64117,0
61321,0
96118,0
41196,0
74722,0
93849,0
28084,0
32362,0
23081,0
89781,0
122482,0
16471,0
91465,1
99243,0
91919,0
140237,0
118005,1
66829,0
107842,0
67634,0
139228,0
103358,0
103471,0
135712,0
125776,1
126012,0
103566,0
110924,0
87361,0
9694,0
102881,0
133929,0
93036,0
73973,0
103117,0
48858,1
98774,1
21381,0
31863,0
53192,0
88744,0
12650,0
98044,0
95057,0
102319,0
94711,0
23040,0
95197,0
37304,0
38384,0
99279,0
47502,0
120209,1
46946,1
24999,0
7486,1
20065,0
26168,0
5451,0
59862,0
31654,0
78232,0
137709,0
56708,0
81939,0
129947,0
55742,1
105867,1
70217,0
97878,0
113401,0
98891,1
129179,0
83459,0
53447,1
88192,0
41774,0
74621,0
122334,0
6851,0
31174,1
39853,0
98717,0
30370,0
81138,0
110879,0
90708,0
102372,1
75087,1
136874,0
72658,0
66620,1
93713,0
136642,1
81074,0
56837,1
24934,0
127060,0
119842,0
120484,0
898,0
138394,0
45679,0
92332,0
2841,0
131242,0
27223,0
78251,0
80755,0
128869,0
107779,1
119044,0
99053,0
136150,1
98904,0
24144,0
21208,0
17364,0
98541,1
97919,0
13220,0
40094,0
77257,1
86605,1
69395,0
45781,0
131094,1
113567,1
59004,0
48069,0
37525,0
16243,1
27312,0
61469,0
77448,0
129682,0
24060,0
74429,0
21680,0
56630,1
70688,0
101250,0
139897,0
27817,0
69900,0
94508,0
137938,0
52528,0
19314,0
105997,0
87654,0
73521,0
134512,0
122844,0
93039,0
83442,1
69638,0
20042,0
111417,0
123403,0
116969,0
117367,0
31459,0
136884,1
117390,0
9095,1
92935,0
10510,0
33941,1
36286,0
82944,0
129102,0
65641,1
19658,0
37706,0
106719,1
58961,0
108831,0
15643,1
81518,0
82063,0
64306,0
79639,1
139137,0
140654,0
32325,0
64868,1
140426,0
58973,0
37472,0
51489,0
134618,0
102138,0
65608,0
33340,1
7336,0
26489,0
56806,0
125314,0
108183,0
51550,0
109240,0
19692,0
121421,1
138901,0
99099,0
27887,0
33468,0
132284,0
41205,0
5739,0
63464,1
130466,0
90885,0
58596,0
45249,1
26470,0
82730,1
114090,1
127403,0
87369,0
2108,1
135326,0
104136,0
69403,0
31464,1
17602,0
47449,1
14207,0
77507,0
109341,0
3867,0
86369,0
86148,0
81525,0
136210,0
118046,0
115509,0
133169,0
37046,0
53634,0
29204,0
104906,0
28066,0
37683,1
118883,0
58617,0
30089,1
67261,0
63525,1
17964,0
13073,0
88178,0
26894,1
92677,0
89881,0
37833,0
120804,0
6093,1
120350,0
74889,0
102000,0
6110,0
109526,0
28336,0
112969,0
4225,0
38222,0
126591,0
24931,0
3128,1
27699,0
32855,0
19550,0
64589,0
41245,0
116345,0
30199,1
115648,1
81542,0
9445,0
24885,0
112182,0
6693,0
81257,0
10978,0
54540,0
109679,0
124196,0
78022,0
104723,0
121068,1
28860,1
9145,0
101172,0
88940,0
131931,0
32083,1
106588,0
8605,0
107759,0
117336,1
2102,0
133405,0
122401,0
134762,1
3829,0
102669,0
24833,1
79224,0
120306,0
48151,0
133467,0
19610,0
45073,1
101475,0
27602,0
93736,1
94017,1
50423,0
74697,0
27207,0
43306,0
110066,0
36818,1
60053,0
16380,0
52916,1
12433,0
76287,0
3404,0
57570,0
15558,0
67121,1
7302,0
104797,1
66484,0
95091,0
611,1
86027,0
24484,0
106417,0
112113,1
71699,0
105640,0
41791,0
42394,1
107626,0
42212,0
95618,0
56876,0
32835,0
85261,0
121089,0
15945,0
35680,0
129316,1
16917,0
79718,0
60268,0
49615,0
79481,0
23458,0
70442,0
57679,0
5208,0
129479,0
75044,0
11406,1
2097,0
12834,0
59300,0
120739,0
7042,0
13524,0
21820,0
2512,0
140644,0
95678,0
20263,0
5147,0
119222,0
21552,0
56310,1
125609,1
102580,0
93100,0
39626,0
64823,1
45619,0
78480,1
6842,0
116182,1
4775,0
33906,0
55761,1
98943,1
5065,0
91794,0
64817,0
34766,0
8445,0
36548,1
10056,0
53809,0
23462,0
53863,0
84617,0
33290,0
100125,0
56418,0
51177,0
67283,0
22816,1
43582,1
21038,0
29094,1
121744,0
123500,0
80072,0
4679,0
86724,0
30662,0
71145,0
73723,0
131183,0
91035,1
52521,1
1758,0
109678,0
109859,1
7045,1
96378,1
77678,1
7348,1
128880,0
90197,0
78848,0
46228,1
73708,0
116842,0
30207,0
25265,0
42298,1
23308,1
131712,0
74497,0
14253,1
83123,0
3048,0
82852,0
27650,0
1513,0
102490,1
81716,0
112927,1
116486,0
113828,0
114233,0
121704,0
106982,1
18207,0
61529,0
79103,0
91221,0
108526,0
128104,0
34184,0
5719,1
126322,0
75576,1
111155,0
41389,0
90212,1
68706,0
87138,0
95336,0
49393,0
77301,0
67362,0
69333,0
74296,1
125832,0
84628,0
98121,0
39568,0
94739,0
125268,0
27374,0
43030,0
46890,0
44213,1
68265,0
95442,0
74939,0
70984,0
41771,0
57119,0
107235,0
124053,0
3276,0
88373,0
70655,0
62742,0
127782,0
28387,0
88824,1
117266,0
12133,1
48938,0
80451,0
998,0
55141,0
128959,1
4178,0
69655,1
95348,0
61366,0
17445,0
43794,1
84686,0
85182,1
23546,1
53843,0
43135,0
50413,1
106998,1
26242,0
29279,0
2213,0
15610,0
98630,0
126640,0
98527,1
93658,0
38987,0
75072,1
43395,0
46489,0
92608,0
133000,0
140043,0
102012,1
75875,1
95162,0
41676,0
64881,0
21938,0
53060,0
117573,0
63784,0
138998,1
40759,0
103491,0
37615,0
102950,1
10798,1
138750,0
10869,1
41972,0
123567,0
72187,0
136197,0
61445,0
47684,0
3095,0
120397,1
84929,0
42769,0
125730,1
35770,0
23076,0
60497,0
108616,0
100502,0
59140,1
50179,0
21253,0
113486,0
35241,0
36298,0
120141,0
60471,0
83171,0
91250,0
104622,0
115816,0
638,0
21172,0
80058,0
105779,0
70311,0
113685,0
42884,0
70912,0
126403,0
62652,1
108991,0
67252,0
64101,0
7527,1
85458,0
40381,0
45299,0
121125,1
42299,0
12642,1
597,0
99821,0
88126,1
128623,0
131841,0
88789,0
16175,0
65073,0
52935,1
7079,1
68903,1
17074,0
77272,0
33204,0
106735,0
2046,0
41392,0
78907,0
8379,0
38781,0
20633,0
60314,0
39465,1
54373,0
447,1
90890,1
41602,0
14153,1
119110,0
138219,0
36181,0
35217,1
46265,0
100524,0
95980,0
138436,0
86101,0
24531,0
137750,0
20772,0
119481,0
87819,0
54163,0
124251,0
1619,0
13190,0
33714,0
86801,0
3423,0
39579,0
67664,0
44915,0
76784,0
130101,0
93740,0
135913,1
126584,0
80542,0
121911,0
115148,0
45983,0
78558,0
49944,0
63999,1
1630,0
113568,0
96089,0
117628,0
44185,0
93040,0
72889,0
61349,0
99884,0
14557,0
75462,0
97407,0
8226,0
90756,0
38578,0
49569,0
94806,0
133608,0
33173,0
47233,0
124312,0
68343,0
40239,0
83081,0
56954,0
51151,0
52951,0
122317,0
124337,0
125517,0
127305,0
125308,0
104891,0
3443,0
125128,0
24228,0
27577,1
62835,0
102426,0
29888,0
32642,0
41010,0
61502,0
98189,0
35203,0
8126,0
113725,0
40744,0
3996,0
81837,1
25997,1
9274,0
38361,0
89763,1
60664,1
84477,1
130492,0
114025,0
46601,0
122118,0
67579,0
57064,1
97725,1
138383,0
93316,0
96618,0
87889,0
99030,0
71203,0
28349,0
28728,0
75559,0
39000,0
31377,0
135624,0
77915,1
109484,0
102977,0
29485,1
57682,0
104033,0
72709,0
4786,1
45877,0
67230,0
120647,0
128186,0
34720,0
73848,0
80544,0
133817,0
102101,0
28455,0
3124,1
89110,0
106537,1
73197,0
21665,0
49455,1
136699,0
25300,0
24067,0
48160,0
55520,0
122832,1
3655,0
70133,0
74260,0
55671,1
79015,0
91609,0
19754,0
98258,0
140477,0
48265,0
74636,0
17428,0
1928,0
85448,0
133395,0
75239,0
119524,1
2064,0
114239,0
32916,0
108126,0
89131,0
36382,0
30888,0
10575,0
106849,1
56104,0
77618,0
38166,0
87110,1
38320,1
53095,0
27455,0
61655,0
87388,0
77081,0
96871,0
17083,0
25794,1
117465,0
122487,0
58330,1
109971,0
67932,1
59514,0
112947,0
73496,0
123699,1
3917,0
63043,0
57859,0
105180,0
19524,0
17935,0
34571,1
56117,0
82644,0
132082,0
39197,1
92197,0
125176,1
12782,0
51998,0
59524,1
103931,0
26788,0
128335,0
62786,0
77075,0
29559,0
11549,0
40103,0
26099,0
4295,0
38447,0
88306,0
79952,0
16776,1
82859,1
65558,0
3184,0
77460,0
105817,0
60378,0
103989,0
25309,1
12354,0
73078,1
95563,0
128090,0
6022,0
76564,0
86039,1
92785,0
90879,0
111750,0
25778,0
58581,0
50195,0
54968,0
19768,0
103325,0
111225,0
93958,0
29330,1
25026,0
111304,1
3703,0
104668,0
139416,0
65995,1
16507,1
128267,0
74424,0
133753,0
302,0
96581,0
48123,0
23185,0
7606,0
116424,0
69086,0
115028,0
9108,0
108137,0
14972,0
103472,0
28079,1
29863,0
103421,0
12044,0
50996,0
95237,1
57733,0
128239,0
79442,0
87650,0
75722,0
136667,0
49211,0
62581,1
105702,0
100383,0
64661,0
110542,0
137311,0
37280,0
95635,0
68240,0
19110,0
120265,1
87794,1
107091,0
89841,0
110533,0
102992,0
40373,0
102662,0
82958,1
48811,0
125010,1
107239,0
131038,0
130944,0
27129,0
85384,1
73754,0
42711,0
21178,0
68603,1
110168,0
103990,0
84219,0
95564,0
74008,0
14544,0
135286,0
62778,0
115381,0
64566,0
45208,1
68940,0
107644,0
27148,0
64046,0
80948,0
117341,1
62192,1
13098,0
25901,0
21948,0
40363,0
14713,0
2154,0
11969,1
118260,0
62338,0
17582,0
113199,1
1169,1
30413,0
38084,0
134007,0
19868,0
138418,0
34170,0
16114,0
72091,1
101177,0
13298,0
49214,0
119621,0
122398,1
79129,1
136355,1
140158,0
104207,1
102030,0
123163,0
9701,0
140561,0
98024,0
45782,0
42613,0
8064,0
55777,1
87114,0
98910,0
1814,0
4281,0
122968,1
83379,0
29616,0
2737,0
77581,1
42705,0
68884,1
115736,0
82954,0
130291,0
27864,0
89072,0
786,0
71512,0
122246,1
7521,1
130945,0
75515,1
20707,0
92640,0
8342,1
90934,1
80534,0
93662,0
4641,0
92586,0
44775,0
45636,0
73879,0
75093,0
121169,0
112915,0
10741,0
37114,1
116563,0
34130,0
75793,0
110158,1
114942,0
1484,1
140410,0
73926,0
134438,1
45193,0
12261,0
105326,0
43007,0
54144,1
55565,0
101010,0
110603,0
140662,0
74763,0
86123,0
50819,0
71128,0
87978,0
108434,1
26217,0
90576,0
80581,0
5088,0
69536,0
87222,0
54972,0
2742,0
114012,0
32804,0
94650,0
117494,0
120351,0
86845,0
34697,0
112709,1
98088,0
26707,0
62329,0
117173,0
3220,0
78810,1
45092,0
20823,1
123771,0
48107,0
8768,1
37044,0
17312,1
62445,0
72201,0
41716,0
41584,0
42620,0
78146,0
44701,1
3205,0
57193,0
50049,0
96677,0
27314,0
52676,1
23562,0
98700,1
72322,0
113267,1
96810,0
7654,0
17036,0
139316,0
132019,1
63006,0
42853,0
19733,0
122151,0
44971,1
36637,0
120438,0
12016,1
3056,0
40422,0
86019,0
73286,0
13531,0
19488,0
132206,0
17636,0
34039,0
83956,1
33263,1
122211,0
135788,0
10271,0
100904,0
128419,0
76198,1
97005,0
27285,0
63524,0
22725,1
16832,0
19943,1
3975,0
59962,0
74049,0
138269,1
35514,0
59605,0
69831,0
41401,0
6848,1
85125,0
5107,0
125971,0
2859,0
37499,0
25695,0
94643,1
31152,0
9417,1
72726,0
59663,0
136885,0
106017,0
43939,0
13198,0
42035,0
115279,1
85525,0
125126,0
23798,0
119596,0
85561,0
51487,0
135961,1
23297,0
46535,1
94576,0
37698,0
4314,0
80351,0
76362,0
61478,0
140629,1
2853,0
10526,0
65116,1
122419,0
96650,0
47570,0
75775,0
104737,0
100872,0
76376,0
101442,0
122685,0
48865,0
7955,0
20155,0
52640,0
37707,0
139444,0
61160,1
56327,0
997,0
66544,0
1019,0
127047,1
86452,0
22673,0
8178,0
98301,0
113441,0
113453,0
19287,0
116793,0
83382,0
36211,0
96709,0
81779,0
88073,0
54212,0
106582,0
83285,0
41803,0
118627,1
50315,1
127316,0
12906,0
22184,0
45387,0
56815,0
119961,1
49220,0
41648,1
15481,0
140008,0
69143,0
116171,1
12741,0
55680,0
125160,0
107070,0
71169,0
16721,0
109333,1
128566,0
28671,1
92368,0
131754,0
114176,0
33197,0
54736,0
31603,0
52417,0
85227,0
102624,0
16004,0
80901,1
125397,0
61559,0
59019,0
51232,0
75457,0
4331,0
102491,0
124066,0
74440,0
41386,0
118734,0
122008,0
132616,0
15429,0
127784,0
134688,0
125316,1
6133,0
84676,0
55483,0
115967,1
42758,0
72114,0
65256,0
110659,0
40872,0
106026,1
37561,0
49287,0
48963,0
43239,0
13825,0
98703,0
70317,0
83229,0
48784,0
39890,0
51967,0
84951,1
36978,0
139854,0
111031,1
37841,0
10363,1
39608,0
35098,0
95828,0
104244,0
75877,0
37747,0
138416,0
75370,0
9827,0
986,0
51533,0
8769,0
10291,0
129914,0
14623,0
112633,0
122219,0
55195,1
36272,0
81682,0
92010,0
100279,0
25964,0
22430,0
117940,1
87576,0
132439,0
26657,0
12492,0
102673,0
115630,0
79622,0
85552,0
35695,0
22777,0
124435,0
123486,0
19170,0
59221,1
78559,0
4221,0
93927,0
133261,0
5234,0
72659,1
114036,0
118560,1
71289,0
12532,0
123787,0
60848,0
17472,0
44721,0
51164,0
94925,0
12542,0
111101,0
93801,0
92458,0
46302,0
1578,0
28956,0
34101,1
46891,0
71016,0
95199,0
36919,0
29745,0
138136,1
112075,0
92886,0
87944,0
104360,0
43633,0
28592,0
10424,0
80773,1
88766,0
105720,0
138241,0
24161,0
139336,0
41966,0
76906,0
102680,1
42749,0
88738,0
64270,0
59929,0
91100,0
91274,0
64023,1
105870,0
128768,1
32709,1
12669,1
137906,0
117699,0
74133,1
84472,0
79282,0
66033,0
119268,0
34173,1
133365,0
30182,0
95740,0
31707,1
59326,0
60781,0
96256,0
139509,1
102907,0
5421,0
80946,0
95735,0
121162,0
11795,0
7288,1
75415,1
140210,0
53781,0
10332,0
69264,0
17431,0
39390,0
124425,0
132273,1
74155,0
83748,0
42632,1
62953,0
79533,0
81802,0
135946,0
58116,0
32622,0
9690,0
106085,1
70680,0
102772,0
81358,1
131405,1
104161,0
19210,0
33625,0
70594,0
19902,1
19103,0
24229,0
61706,0
48218,1
13931,0
31980,0
69553,0
105203,0
27959,1
122827,0
111505,0
138218,0
127526,1
30208,1
138087,1
33253,0
2922,0
32762,1
74608,0
5157,0
117925,0
1590,0
124161,0
33612,0
93931,1
115733,0
86622,0
50369,0
138422,0
21171,0
74186,0
14459,0
18909,0
69310,0
12504,0
132337,1
54239,0
56799,0
87916,0
15097,0
5884,0
43937,0
39708,0
87056,0
60651,0
41999,0
97183,0
118351,0
90207,1
27114,0
109945,0
1496,0
94129,0
62330,0
75325,0
62628,0
68859,0
108943,0
73599,0
51109,0
10183,0
65649,0
117946,0
121533,0
122426,0
139544,0
43784,0
42318,0
79427,0
82492,0
53923,0
48026,0
68832,0
19590,0
110060,1
132158,0
79551,0
119348,0
132011,0
105934,1
34996,0
133164,0
114217,0
133812,0
115106,0
100548,0
78684,0
127168,0
37263,0
36945,0
1661,1
104958,1
119591,0
69879,0
92118,1
130087,0
65112,0
29022,0
68278,1
109117,1
70374,0
80859,0
136182,0
50350,0
44230,0
1772,0
114774,0
10959,0
94577,0
26218,0
39713,0
23662,0
80675,0
115134,0
108169,0
38481,0
3170,0
23730,0
60689,0
97922,0
42183,0
84170,0
42988,0
21802,0
66742,0
128570,0
108293,1
107620,1
9999,0
135413,0
47030,1
84246,0
52887,0
26030,0
136075,1
3745,0
109204,0
26104,0
90537,0
9389,0
95550,0
52734,0
81853,0
52763,0
3590,1
29,0
27930,0
135658,1
96516,0
93850,0
114515,0
101631,1
40930,0
40695,1
51095,1
42687,0
85265,0
1798,0
118135,0
39370,0
12431,1
136028,0
74218,0
135135,0
123815,0
40720,0
116768,0
95808,0
36075,0
132526,0
98660,0
11001,0
35076,0
131434,0
81250,0
36267,0
110166,0
35683,1
135552,0
15608,1
60811,0
50878,0
81097,0
99175,0
128633,0
49826,1
116739,1
66569,0
136806,0
52736,0
14026,1
93604,1
39120,0
83984,0
72350,0
133339,0
80013,0
52608,0
92811,0
51411,0
22366,1
123790,0
76715,0
69354,0
22403,0
124624,0
1980,0
77260,0
42370,0
71233,0
52320,0
121444,0
77692,1
91065,1
40027,1
18621,0
97999,0
69786,0
97495,0
33901,1
65401,0
45358,0
